N,Page,Channel ID,Name,Author,Description,percentage,Tags
794,53,3240977,Pi_connect,mwa0000040128188,Connecting to raspberry PI,50,
795,53,3258286,temperature and humi...,mwa0000040423603,Monitor temperature and humidity,50,
796,54,3258247,Soil Sensor Data,mwa0000040422987,Live soil sensor data from Raspberry Pi,50,
797,54,3241000,Piy_Drill_monither,mwa0000040276967,for class work,50,
798,54,2837612,สายวัด1,dusitx,สายวัด,50,
799,54,3248988,Optativa,Albagarciatrujillo,Clase optativa,50,
800,54,3024638,Garduino,mwa0000038261674,SmartPlant (Capacitive Soil Moisture Sensor) of ESP8266,50,
801,54,3256834,LED control,mwa0000040128342,"0 = LED off, 1 = LED on",50,
802,54,3258184,IoT Frontier,mwa0000040420659,DHT22 measurement,50,
803,54,807602,UI 1,adaxiot,UI 1 perrašymo FW,50,
804,54,3250821,Smart Bridge Monitor...,mwa0000040174814,Real-time bridge safety monitoring using ESP32,50,
805,54,3258069,Temperature and Humi...,mwa0000040420966,Monitor temperature and humidity,50,
806,54,3246166,Lithium guard,mwa0000040328324,monitoring battery in power bank,50,
807,54,3258050,Temperature and Humi...,mwa0000040420843,Monitor Temperature and Humidity,50,
808,54,3256336,Sensor1,mwa0000040408419,ESP32,50,
809,54,3257369,Energy_Meter_VIT,kannabhiran,Measures Electrical Parameters,50,
810,54,3256609,Temperature ThingSpe...,mwa0000040411949,IOT based temperature with thinkspeak by Tinkercad,50,
811,55,3232445,earlywarning,mwa0000040170905,prediction model,50,
812,55,3257881,Jinang,mwa0000036681334,as,50,
813,55,3257855,clg,mwa0000040419869,abljsa,50,
814,55,3257621,PATIENT MONITORING,mwa0000040404988,PATIENT MONITORING,50,
815,55,3257773,Karan Haria,mwa0000036959489,AI_DS,50,
816,55,3257724,smart grid monitoring,mwa0000040375060,iot project,50,
817,55,3257666,atelier IOT le sol.ytb,mwa0000040418919,aucune,50,
818,55,3257617,hi,mwa0000040418725,1=10,50,
819,55,3254627,CCP2,mwa0000040395848,IoT based ICU patient monitoring system,50,
820,55,3257615,Monitoring Suhu dan ...,mwa0000040418780,Pemantauan suhu dan kelembaban ruangan,50,
821,55,3257588,LED WiFi,mwa0000040418544,no description,50,
822,55,3257546,temperture,mwa0000040417425,tmp converting to Fahrenheit,50,
823,55,3257213,Dil,mwa0000035704479,My First ThingSpeak Channel,50,
824,55,3257195,cheekeong,mwa0000034866712,My First ThingSpeak Channel,50,
825,55,3257316,Jayron,mwa0000035708392,My first ThingSpeak Channel,50,
826,56,731272,ECCE_test,aiceccetest,Testing Thingspeak,50,
827,56,3257465,ht,mwa0000028863792,read,50,
828,56,3257236,IoT,mwa0000035709455,My First ThingSpeak Channel,50,
829,56,3257250,JunAn,mwa0000034853180,My First ThinkSpeak Channel,50,
830,56,3257197,Ong Wei Xiang Channel,mwa0000035704463,My first ThingSpeak Channel,50,
831,56,3257240,IIOT,mwa0000034845533,My first thinkspeak channel,50,
832,56,3257142,NODE,mwa0000028863792,reading humidity and temperature,50,
833,56,3257212,WEI XIANG PAPA,mwa0000034852738,My First ThingSpeak Channel,50,
834,56,3257198,lab_work,mwa0000034846710,test,50,
835,56,3257218,Alexei Lee,mwa0000035705257,My First ThingSpeak Channel,50,
836,56,3257269,Tahirah,mwa0000034837808,My 1st ThingSpeak channel,50,
837,56,3257243,kohkoh's amazing cha...,mwa0000034860858,L9 anyway its lab 06,50,
838,56,3257215,HAZWAN,mwa0000035708464,My First ThingSpeak Channel,50,
839,56,3257217,Ajiss,mwa0000035709391,my first ThingSpeak channel,50,
840,56,3257134,H&T,mwa0000034433418,Reading temperature and humidity values,50,
841,57,3257182,shi hui,mwa0000034850441,My First ThingSpeak Channel,50,
842,57,3257190,Lab6,mwa0000035709380,My First ThingSpeak Channel,50,
843,57,3257297,JasonisaChigga,mwa0000034850949,My First ThingSpeak Channel,50,
844,57,3256967,JasonYeo,mwa0000035709508,My First ThingSpeak Channel,50,
845,57,3257139,Humitemp,mwa0000034347486,Reading humidity and temperature values,50,
846,57,3257328,Ashley,mwa0000035703812,My First ThingSpeak Channel,50,
847,57,3257325,Audrey,mwa0000035709470,My First ThingSpeak Channel,50,
848,57,3257136,hum&temp,mwa0000028963292,reading temp and hum values,50,
849,57,3257318,JADEN,mwa0000034854519,My First ThingSpeak Channel,50,
850,57,3257311,JJ_Channel,mwa0000035708526,My First ThingSpeak Channel,50,
851,57,3257290,humidity&temperature,mwa0000034353554,read humidity and temperature values,50,
852,57,3257245,H&T,mwa0000034353492,read humidity and temperature,50,
853,57,3257237,PAPA WEI XIANG,mwa0000035708401,My First ThingSpeak Channel,50,
854,57,3257206,wow,mwa0000034846891,test,50,
855,57,3256945,DY's Channel,mwa0000034850965,My First ThingSpeak Channel,50,
856,58,3257216,H&T,mwa0000034535972,READING HUMIDITY AND TEMPERATURE,50,
857,58,3257208,H&T,mwa0000038788707,reading and writing,50,
858,58,3257167,HUMI,mwa0000034353508,READING THE VALUES OF HUMIDITY AND TEMPERATURE,50,
859,58,3257153,HUMID & TEMP,mwa0000034328359,reading temperature and humidity values,50,
860,58,3257148,H&T,mwa0000034539340,reading temerature and humidity,50,
861,58,3257145,hum&temp,mwa0000034670607,reading humidity and temperature values,50,
862,58,3257144,H&T,mwa0000034396607,Reading temp and humidity,50,
863,58,3257130,humidity and temp,mwa0000034353575,reading temperature and hum values,50,
864,58,3257138,HUMID&TEMP,mwa0000034318657,reading and temperature and humidityvalues,50,
865,58,3257127,H&T,mwa0000034349065,reading humidity and temparature values,50,
866,58,3257141,H&T,mwa0000034353517,READING TEMP AND HUM VALUES,50,
867,58,3257131,humidity&temperature,mwa0000034348260,reading temperature and humidity values,50,
868,58,3257135,H&T,mwa0000038580547,Reading temp and hum values,50,
869,58,3257140,Humidity&temperature,mwa0000034326059,reading temp and humidity,50,
870,58,3257132,Hum&Temp,mwa0000034348612,Reading Temperature and Humidity values,50,
871,59,3257133,H&T,mwa0000034353519,Reading temp and hum values,50,
872,59,3257129,H&T,mwa0000026468389,Reading temp and hum values,50,
873,59,3257125,temp_hum,mwa0000034348919,temprature and humidity readings,50,
874,59,3257128,humtem,mwa0000034353510,reading temperature and humidity values,50,
875,59,3257137,H&T,mwa0000034353539,Reading temp and hum values,50,
876,59,3257111,IOT sensor interfacing,mwa0000040409996,Measuring distance,50,
877,59,3255500,suhu humy,mwa0000040403356,monitoring,50,
878,59,3256814,Control_Channel,mwa0000040128138,"0 = OFF, 1 = ON",50,
879,59,1133964,ECA-GPIs4.2THs (235...,herrtien,Hạn 1 năm đến 1/10/2026,50,
880,59,3256993,n,mwa0000040416305,no,50,
881,59,3256984,111111,mwa0000040357361,11111,50,
882,59,3256971,55,mwa0000040331598,5555555,50,
883,59,1132453,ECA-GPIs4.2THs (0803...,herrtien,Hạn 1 năm 1/10/2026,50,
884,59,3256879,FCUUUUU,mwa0000040415952,UU,50,
885,59,3256865,temp&hum,mwa0000029854679,test temp & hum,50,
886,60,3256860,溫度與濕度感測,mwa0000040415884,study use,50,
887,60,3255274,18_Sivabalancharan_R...,mwa0000040403495,Iot Job 10,50,
888,60,3256805,GPS TRACKING,mwa0000038188746,To Find the location using Neo 6M,50,
889,60,3256827,iot wheater,mwa0000040415690,jfwjshbfhjsdbgvougl,50,
890,60,3240061,Testing of ESP8266,mwa0000039553515,Testing of ESP 8266,50,
891,60,3256770,Cadena de frio en lo...,mwa0000029292290,Operaciones necesita detectar eventos que rompen la cadena de frio,50,
892,60,3183100,Projeto de Eletrônica,mwa0000039749209,Canal criado para auxílio no desenvolvimento da atividade extensionista 3 no intuito de aprendizagem.,50,
893,60,3256746,DTH22,mwa0000040415204,DTH22,50,
894,60,3256739,DHT21_1,mwa0000040414971,T y H,50,
895,60,3256731,Sensor,mwa0000040414772,DHT21,50,
896,60,3256730,Ejercicio,mwa0000040414707,Ejercicio Hugo,50,
897,60,2451952,eclipse,micktg,Solar Eclipse - 2024.04.08 - Baton Rouge LA USA,50,
898,60,3256720,Mikkel's Weather Sta...,mwa0000040414049,ESP8266 based weather station with four sensors,50,
899,60,3256716,DO Sensor Test,mwa0000037913454,Testing for DO Sensor's battery usage vs. Solar Panel recharge.,50,
900,60,3256709,AUTOCOMPOST,mwa0000035720658,my ssip project,50,
901,61,3256699,Smart Květináč,mwa0000040413248,mat. projekt,50,
902,61,3256687,examen_3p_TE_202551_...,mwa0000040413175,examen,50,
903,61,3256669,CATV Network Monitor,mwa0000040412793,IoT-based CATV monitoring system,50,
904,61,3256614,Tesis SEAH,mwa0000035434254,"Diseño e implementación virtual de un sistema de monitoreo para plantas fotovoltaicas, mediante comunicación industrial Modbus RTU/TCP",50,
905,61,3256618,Temperatura Cowling,mwa0000016866078,Temperatura cowling lvx944,50,
906,61,3249008,LeistungsdatenWP,mwa0000040351211,Erfassung von Leistungsdaten der Wärmepumpe LWZ303i ( StiebelEltron ),50,
907,61,3256561,Channel 1,mwa0000026055375,Cloud Computing,50,
908,61,3256557,Weather Monitoring,mwa0000040411016,for cloud computing experiment,50,
909,61,3256550,Hidronivel Wifi TI 2...,mwa0000040367569,Nextcon LTDA,50,
910,61,3256498,channel1,mwa0000040409910,for cloud experiment,50,
911,61,930434,AIRQO-79 UNIT ACTIVE,airqodata02,"AirQo unit with Dual PMS5003 sensors 
Acca Ntinda",50,
912,61,3060544,BME280 Febbraio 2026,mwa0000038578754,"collegata alla nuova esp e basetta catral90
aggiornato il 9 febbraio con sensore bme con umidità",50,
913,61,2829481,VAKSIN APOTEK RSJMM,mwa0000022572822,Mengambil data Temperatur dan Humidity,50,
914,61,2355882,BABIAK - UG (Wlkp. W...,mwa0000018555385,,50,"babiak,wielkopolska,wschodnia"
915,61,2355881,BABIAK - UG (Wlkp. W...,mwa0000018555385,,50,"babiak,wielkopolska,wschodnia"
916,62,2355876,ANIELEW - SP (Wlkp. ...,mwa0000018555385,,50,"wielkopolska. wschodnia,anielew"
917,62,2355874,ANIELEW - SP (Wlkp. ...,mwa0000018555385,,50,"wielkopolska,wschodnia,anielew"
918,62,2299922,KRZYMÓW - UG (Wlkp. ...,mwa0000018555385,,50,"krzymow,wielkopolska,wschodnia"
919,62,2299920,KRZYMÓW - UG (Wlkp. ...,mwa0000018555385,,50,"krzymow,wielkopolska,wschodnia"
920,62,3247974,智慧農業監測數據,mwa0000040344820,2026杉林國中四健會,50,
921,62,3256251,Weather monitoring,mwa0000040408025,weather monitoring,50,
922,62,3236441,GMmeasure,Jim30807,Left foot situation,50,
923,62,3240546,Smart environment mo...,mwa0000040272886,"Monitoring temperature,light and IR sensor  using LPC2129",50,
924,62,1632382,ECA-GPIs4.2THs(8939b...,herrtien,Hạn 1 năm đến 9/2/2027,50,
925,62,3256122,MONITORING IOT SYSTEM,mwa0000023254344,MONITOR TEMPERATURE AND HUMIDITY DARI SENSOR DHT11,50,
926,62,902198,Current,vasteh,Current leakage graph,50,
927,62,3236288,Out_Door,mwa0000040065229,OUT Door LAB,50,
928,62,3094350,Hala274-control,mwa0000038719349,Historie casove rady rizenych hodnot,50,
929,62,3093528,Hala274-Vlhkost,mwa0000038719349,Historie casove rady namerenych vlhkosti,50,
930,62,3093527,Hala274-Teplota,mwa0000038719349,Historie casove rady namerenych teplot,50,
931,63,3255805,Ultrasonic Pi,mwa0000036404690,bloash,50,
932,63,3255858,karuna babu,mwa0000035945866,IOT LAB,50,
933,63,17504,Example Data Test Ch...,adarshmurthy,Use this channel to test MATLAB examples. Note that others might be writing data to this channel as well. Try again if you don't see your data.,50,
934,63,3255683,Aaron,mwa0000040405271,My Frist ThingSpeak Channel,50,
935,63,3255679,IIOT lab,mwa0000036421660,My First ThingSpeak Channel,50,
936,63,3255821,expt_4_5,mwa0000036404692,To acquire and visualize DHT11 sensor data in real time over cloud.,50,
937,63,3255825,ECG Moniter,mwa0000040406028,Analysis line,50,
938,63,3234144,Vehicle,mwa0000040206950,autonomous temperature and humidity tracker,50,
939,63,3255791,Soil Moisture Monitor,alex299,Moisture,50,
940,63,3255678,lab6,mwa0000036593554,My First ThingSpeak Channel,50,
941,63,3255796,Channel Orange,mwa0000036617217,My First ThinkSpeak Channel,50,
942,63,3255567,iot_caleb,mwa0000036607341,My First ThingSpeak Channel,50,
943,63,3255663,2402096,mwa0000035162917,My first ThingSpeak Channel,50,
944,63,3255787,Monitoring Cuaca,mwa0000040095654,Monitoring Cuaca untuk Perkebunan  Yang berlokasi Di Sindanglaya,50,
945,63,3255600,shevonneng,mwa0000036591132,My First ThingSpeak Channel,50,
946,64,3255657,ruru,mwa0000035401356,My first ThingSpeak channel,50,
947,64,3254917,Ainsley,mwa0000036604824,My First ThingSpeak Channel,50,
948,64,3255754,GERALD TAN AH GAO,mwa0000036596721,NIL,50,
949,64,3255669,SinNgee,mwa0000036608226,My First ThingSpeak Channel,50,
950,64,3255588,voltage sensor,mwa0000040404988,voltage sensor,50,
951,64,3102540,StepSafe,mwa0000038921242,"StepSafe is a device that measures movement near staircases at elderly homes. When movement is detected, the device sends out a notification to alert the caregivers.",50,
952,64,3255701,blood pressure monit...,mwa0000040405203,check patient heartbeat,50,
953,64,3255014,Tomato Monitoring,mwa0000040268895,Atmospheric Monitoring for tomato/chili,50,
954,64,3255695,sugar level test,mwa0000040405262,we are going to check the blood sugar level,50,
955,64,3255671,AhHHHHHHHHHh,mwa0000036600976,My first thinkspeak channel,50,
956,64,3255664,Monkey,mwa0000036608775,My First ThingSpeak Channel,50,
957,64,3255542,Vedant Ahir iot2,mwa0000040404859,Data,50,
958,64,3255585,cheryltee,mwa0000034852909,FirstThingSpeak Account,50,
959,64,3255479,BRUNDHAAAA,mwa0000034848092,My First ThingSpeak Channel,50,
960,64,3255424,hospital,mwa0000040403284,叫號系統,50,
961,65,3255422,Hospital,fwcho501,雲端叫號,50,
962,65,3255299,IOT Exp3,mwa0000033326516,DHT,50,
963,65,1027087,Drifter Buoy,mwa0000017964449,Pengukuran Arus Laut Berbasis LoRa X IoT,50,
964,65,3255340,IoT — Emergency Alar...,mwa0000039116225,"T3 L1: FINAL PERFORMANCE TASK
Group 2 10I",50,
965,65,3255284,Temperature Monitoring,mwa0000040395403,LM35 Temperature Sensor Data,50,
966,65,3255334,Lesson 1 Demo,mwa0000040050484,just a demo video,50,
967,65,3255316,Elaina Test Part2,mwa0000040403960,Test ESP8266,50,
968,65,3255318,IoT Lab 2,mwa0000040331703,"Team members:
Kavish Malyanch Batavia
Keval Rajesh Gohil
Omkar Kashiram Gorule",50,
969,65,3255317,IOT lab,mwa0000036633475,-,50,
970,65,3255307,Iot 2,mwa0000036666012,ultrasonic,50,
971,65,3255306,IOT lab,mwa0000040286977,channel is created for ultrasonic measurement,50,
972,65,3250476,室內,mwa0000040361928,溫溼度紀錄,50,
973,65,3255122,Wemos IOT,mwa0000040403051,Temp/Humidity/Light Sensor,50,
974,65,3255151,PW3,mwa0000040403134,Temp/Humidity/Light Sensor,50,
975,65,3255097,Wemos IoT lab 3,mwa0000040402876,Temp/ Humidity / Light Sensor,50,
976,66,1781750,HCTMML - AI Nature 植...,mwa0000026851630,AI Nature Plant Station 1,50,
977,66,2832237,Projeto EmbarcaTech,mwa0000036773220,Projeto final do EmbarcaTechcom IoT,50,
978,66,2481222,Server,mwa0000033450166,Server Status,50,
979,66,3255085,Prueba 1,mwa0000040402636,Prueba de conectividad,50,
980,66,3255086,Smart Solar Bench,mwa0000040402589,"Monitorim ne kohe reale,i temperatures,lageshtires,presionit atmosferik dhe rezistences se gazit(BME680),i integruar ne nje stol inteligjent per ambiente publike dhe sherbime shtese Wi Fi Free,Phone Charge,Ndriçim automatik,Bluetooth,Wireless Charger.",50,
981,66,3254901,mcp-wasser-luft,mwa0000040399391,,50,mcp-wasser-luft
982,66,3255062,Nemlendirici,neco4545,Akıllı nemlendirici sıcaklık ve nem verileri,50,
983,66,3254610,Primary Channel,mwa0000040395573,"This channel collects temperature, humidity, and pressure data.",50,
984,66,3255042,ESP8266-DHT11,mwa0000040400108,ESP8266 and DHT11,50,
985,66,2417000,Temperature and Humi...,mwa0000032845478,This channel is created to monitor the temperature and humidity.,50,
986,66,3255043,ESP8266-DHT11,mwa0000040400108,ESP8266 and DHT11,50,
987,66,3116170,Node1,mwa0000039215677,Sensor data from Node1,50,
988,66,3113157,Node2,mwa0000039191238,Sensor data from Node2,50,
989,66,3113154,Node1,mwa0000039191238,Sensor data from Node1,50,
990,66,3253834,Electrical workshop ...,mwa0000037429009engnamanya,This weather station is designed by S-tartex group.,50,
991,67,3245799,MyShodnay,mwa0000039846543,TempOut,50,
992,67,3254030,Tekanan Tensi Meter,mwa0000035381690,TUGAS AKHIR,50,
993,67,3128868,Smart water lekage d...,mwa0000039237178,This is daily inlet and outletflow of the pipelines of city,50,
994,67,3254908,Automation Project,mwa0000040399614,Automation project,50,
995,67,3111971,Node4,mwa0000039182560,sensor data from Node 4,50,
996,67,3111967,Node3,mwa0000039182560,sensor data from Node3,50,
997,67,3111966,Node2,mwa0000039182560,sensor data from Node 2,50,
998,67,3111952,Node1,mwa0000039182560,sensor data from Node 1,50,
999,67,1460146,Garage,wllmhrtnstn,Possible location for aquaponics system,50,
1000,67,1678469,Grow Room,wllmhrtnstn,Grow room located in green garage,50,
1001,67,3254849,UNO R4 WiFi ThingSpe...,mwa0000040398968,Arduino UNO R4 WiFi sending data to ThingSpeak,50,
1002,67,3254871,Door Lock System(2),mwa0000040397736,IOT Door lock System,50,
1003,67,485614,Detect,urreed,DHT11  MQ2  BH1750,50,
1004,67,3223266,Ishallen,mwa0000032736922,Temperatur från hallen,50,
1005,67,3254623,ESP32 Weather Monito...,mwa0000038946390,From the wokwi esp32 data,50,
1006,68,2232689,IOT,mwa0000030701573,IOT Project,50,
1007,68,3254103,Monitoreo Ambiental ...,mwa0000040391423,"Proyecto académico de la carrera de Gestión de la Información Gerencial (Facultad de Ciencias Administrativas) orientado al monitoreo de temperatura y humedad relativa en laboratorios de la Facultad de Ciencias Químicas, como apoyo a los procesos de contr",50,
1008,68,3254793,LED,mwa0000040397895,Test,50,
1009,68,2040353,Wendy,mwa0000029244828,Wendy MQTT TEST,50,
1010,68,3254606,Smart Mppt Charge Co...,mwa0000029439227,Smart Mppt Charge Controller v3.0 1st use,50,
1011,68,3254759,State channel id,thetaleszafran,index,50,
1012,68,3254115,Student Accommodatio...,mwa0000040392082,MQ2 + DHT11 safety monitor,50,
1013,68,1209990,TRAIN SAFETY AEC,mwa0000017082294,MONITORING,50,
1014,68,3254748,AGL,mwa0000022633813,AGL,50,
1015,68,3250882,Primary Channel,mwa0000040366696,For the purpose of collecting data from the sensors used in In-class Exercise - Week 4 -Part II.,50,
